hz,magnitude
30160,1.44169
30180,1.02776
30200,1.06012
30220,1.62873
30240,11.1558
30260,2.15904
30280,1.15093
30300,1.00143
30320,1.23289
30340,2.73221
30360,5.11896
30380,1.43956
30400,1.02741
30420,1.06065
30440,1.63172
30460,11.3353
30480,2.15317
30500,1.15
30520,1.00151
30540,1.23415
30560,2.74215
30580,5.08261
30600,1.43744
30620,1.02707
30640,1.06118
30660,1.63472
30680,11.5206
30700,2.14734
30720,1.14907
30740,1.00159
30760,1.23543
30780,2.75216
30800,5.04678
30820,1.43533
30840,1.02673
30860,1.06172
30880,1.63774
30900,11.7121
30920,2.14154
30940,1.14815
30960,1.00167
30980,1.23671
31000,2.76226
31020,5.01146
31040,1.43323
31060,1.02639
31080,1.06226
31100,1.64078
31120,11.9102
31140,2.13578
31160,1.14723
31180,1.00175
31200,1.23799
31220,2.77243
31240,4.97665
31260,1.43113
31280,1.02605
31300,1.06281
31320,1.64382
31340,12.115
31360,2.13005
31380,1.14631
31400,1.00184
31420,1.23928
31440,2.78268
31460,4.94233
31480,1.42905
31500,1.02572
31520,1.06335
31540,1.64689
31560,12.3271
31580,2.12436
31600,1.1454
31620,1.00192
31640,1.24058
31660,2.79302
31680,4.90848
31700,1.42698
31720,1.02538
31740,1.0639
31760,1.64997
31780,12.5468
31800,2.11871
31820,1.14449
31840,1.00201
31860,1.24188
31880,2.80344
31900,4.87511
31920,1.42491
31940,1.02505
31960,1.06445
31980,1.65306
32000,12.7744
32020,2.11309
32040,1.14358
32060,1.0021
32080,1.24318
32100,2.81394
32120,4.8422
32140,1.42286
32160,1.02473
32180,1.06501
32200,1.65617
32220,13.0105
32240,2.1075
32260,1.14268
32280,1.0022
32300,1.24449
32320,2.82453
32340,4.80973
32360,1.42081
32380,1.0244
32400,1.06557
32420,1.65929
32440,13.2555
32460,2.10195
32480,1.14178
32500,1.00229
32520,1.24581
32540,2.8352
32560,4.77771
32580,1.41877
32600,1.02408
32620,1.06613
32640,1.66243
32660,13.5099
32680,2.09643
32700,1.14089
32720,1.00239
32740,1.24713
32760,2.84596
32780,4.74613
32800,1.41674
32820,1.02376
32840,1.06669
32860,1.66558
32880,13.7743
32900,2.09094
32920,1.13999
32940,1.00249
32960,1.24846
32980,2.85681
33000,4.71497
33020,1.41472
33040,1.02344
33060,1.06725
33080,1.66875
33100,14.0493
33120,2.08549
33140,1.13911
33160,1.00259
33180,1.24979
33200,2.86775
33220,4.68422
33240,1.4127
33260,1.02312
33280,1.06782
33300,1.67193
33320,14.3356
33340,2.08006
33360,1.13822
